"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0031032","GO:0031032","actomyosin structure organization",209,-0.452325113883088,-1.49756677264233,0.00062737850522655,0.00810266483561743,0.00602835747966407,3318,"tags=30%, list=13%, signal=27%","90102/10174/9948/389/4089/4606/10395/4892/29766/8837/9839/7454/79822/8476/11214/55561/1785/7140/5156/6869/29767/9124/10163/51763/64097/1901/4205/998/4653/10391/84665/7798/25/10788/257019/23671/23370/10979/844/408/2185/5734/6548/54566/6422/10580/11346/7111/23136/10015/1902/2318/5239/25802/55616/7168/1264/4629/11155/10398/1073/8736/1465"
"GO:0045814","GO:0045814","negative regulation of gene expression, epigenetic",190,0.520830275597762,1.58927409694684,0.000628818088954718,0.00810447776632135,0.0060297062944788,3057,"tags=22%, list=12%, signal=20%","4609/1017/2146/29128/5987/10322/7490/79723/1111/22880/9271/672/3070/90853/6839/92815/11335/84823/1786/3066/26147/57673/56339/10919/10155/85235/9555/58487/10419/3014/51132/8332/55869/3192/3015/6597/9112/400629/8091/54069/26013/8335"
"GO:0006913","GO:0006913","nucleocytoplasmic transport",331,0.465884424399573,1.48717497774244,0.000632126741652707,0.008113593856851,0.00603648863752823,3947,"tags=30%, list=15%, signal=26%","57510/1434/11260/1894/8480/6469/3838/348995/65083/8882/57122/79711/5901/5902/1029/79902/983/1871/55795/54830/9631/9688/3843/23165/55705/29107/27351/10204/79023/55308/55612/1994/652/26993/10212/55341/5905/84946/152877/23649/23511/129401/23225/1020/9818/55110/3178/10189/64328/10155/7329/6741/4869/54888/2010/64901/84321/30000/10736/23636/4435/22916/26097/8692/23279/3692/11052/51068/6788/10527/11097/8086/8870/26263/4321/7979/79228/8106/6209/55122/1660/7514/55374/580/9775/2646/7919/3181/57187/3621/3320/55706/51319/84324/51501/55027/3837/51194"
"GO:0051169","GO:0051169","nuclear transport",331,0.465884424399573,1.48717497774244,0.000632126741652707,0.008113593856851,0.00603648863752823,3947,"tags=30%, list=15%, signal=26%","57510/1434/11260/1894/8480/6469/3838/348995/65083/8882/57122/79711/5901/5902/1029/79902/983/1871/55795/54830/9631/9688/3843/23165/55705/29107/27351/10204/79023/55308/55612/1994/652/26993/10212/55341/5905/84946/152877/23649/23511/129401/23225/1020/9818/55110/3178/10189/64328/10155/7329/6741/4869/54888/2010/64901/84321/30000/10736/23636/4435/22916/26097/8692/23279/3692/11052/51068/6788/10527/11097/8086/8870/26263/4321/7979/79228/8106/6209/55122/1660/7514/55374/580/9775/2646/7919/3181/57187/3621/3320/55706/51319/84324/51501/55027/3837/51194"
"GO:0032717","GO:0032717","negative regulation of interleukin-8 production",25,-0.759361745241287,-1.79404807458846,0.000635620507604762,0.00814168526989426,0.00605738856161114,2437,"tags=40%, list=9%, signal=36%","26191/10333/3586/284297/945/56957/408/1991/9314/3570"
"GO:1901970","GO:1901970","positive regulation of mitotic sister chromatid separation",21,0.830846215994865,1.83761572579343,0.000657830803779568,0.00840891097126423,0.00625620365371897,2857,"tags=62%, list=11%, signal=55%","221150/11065/51434/332/55143/9700/9212/9787/991/8881/220134/3619/51433"
"GO:2000241","GO:2000241","regulation of reproductive process",193,0.512533060164315,1.56712415484547,0.00066083822183953,0.00843007940252554,0.00627195290085134,2857,"tags=28%, list=11%, signal=26%","3624/9319/4488/225689/994/6662/4487/5021/51434/6790/7076/79084/7422/7490/6469/9088/3976/55726/6615/5016/2827/6461/995/655/100506013/5047/7784/7272/993/10549/8372/652/57647/3066/64147/259266/598/3552/26271/991/8881/3625/10635/56339/7474/10361/27161/6954/23213/11130/6788/100/5810/57082/51433"
"GO:0006112","GO:0006112","energy reserve metabolic process",96,-0.560160201932236,-1.66635570762348,0.000665958014853723,0.00847805325848475,0.00630764530073054,3190,"tags=26%, list=12%, signal=23%","9365/5260/3479/5167/155/5257/23710/51422/51763/178/2538/5500/55022/55829/3953/3572/5507/5502/8445/34/10580/8987/7957/5837/7360"
"GO:0051283","GO:0051283","negative regulation of sequestering of calcium ion",127,-0.512347553602264,-1.5970146813235,0.000672531157560865,0.00854429605064089,0.00635692973241688,3001,"tags=35%, list=11%, signal=31%","57338/7220/1236/5334/2811/2247/3270/805/6363/6622/3690/6366/3708/5581/2946/5566/1193/930/5144/623/3954/25/2852/817/6546/27069/844/845/1756/5336/2316/6263/84502/2185/9472/57158/5350/6717/23228/287/477/801/201140/51196"
"GO:0045931","GO:0045931","positive regulation of mitotic cell cycle",125,0.560206462177875,1.62403682038635,0.000675364889884291,0.00856285809572806,0.00637073983632828,1977,"tags=30%, list=7%, signal=28%","994/221150/11065/595/51434/6790/113130/27085/675/6241/990/898/891/55920/80174/1019/51514/983/51692/332/6461/995/6491/993/1978/9700/7027/8451/440/284001/9787/26271/55835/991/8881/8877/220134"
"GO:0051797","GO:0051797","regulation of hair follicle development",20,0.822758499272861,1.80865410168434,0.000683827263492447,0.00865256484719246,0.00643748138088651,1153,"tags=25%, list=4%, signal=24%","1001/4488/27121/3872/55612"
"GO:1903828","GO:1903828","negative regulation of protein localization",215,-0.448432223055401,-1.48896571959344,0.00069176397053146,0.00873527054286487,0.00649901416167314,3592,"tags=27%, list=14%, signal=23%","51104/51225/29969/90007/91319/10956/2308/285381/51548/5525/26022/2781/64114/130399/1495/257364/23409/9750/91543/6833/6860/150/58489/51763/382/5071/94121/51715/54741/56957/166614/284/11060/10391/55022/4130/51465/11142/4137/3033/8650/4756/948/84830/1113/9201/6422/9528/2150/23327/135644/2824/3745/88455/2775/11261/58476"
"GO:0000377","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",311,0.469027481230475,1.490526312554,0.000702758355468323,0.00880282454098674,0.00654927412652681,5171,"tags=38%, list=20%, signal=31%","23450/9128/79084/26986/96764/6636/51645/22889/3609/27316/10465/9343/10921/25929/10212/6628/9129/6421/26834/1207/4691/6732/9584/55110/55692/56339/3178/6627/642659/26831/10713/9733/26835/65109/51634/8996/6625/51690/6626/10419/51691/22916/27339/26832/6432/6632/56259/5725/24148/3192/144983/57060/6633/10492/23658/11171/54960/100151683/25766/101447996/338657/6427/28960/6631/5411/1660/6635/57819/60625/9775/65110/7919/3181/6433/100151684/101954264/8175/26828/84292/26528/51319/7737/54496/26864/55082/10946/55280/6431/55660/50628/3187/51631/25980/6629/25804/3191/1665/10772/54957/3312/7072/79833/4809/26121/4116/51163/79760/5935/23020/11338/10084/22827/708/51747/8683/101954267/94104/9410"
"GO:0000398","GO:0000398","mRNA splicing, via spliceosome",311,0.469027481230475,1.490526312554,0.000702758355468323,0.00880282454098674,0.00654927412652681,5171,"tags=38%, list=20%, signal=31%","23450/9128/79084/26986/96764/6636/51645/22889/3609/27316/10465/9343/10921/25929/10212/6628/9129/6421/26834/1207/4691/6732/9584/55110/55692/56339/3178/6627/642659/26831/10713/9733/26835/65109/51634/8996/6625/51690/6626/10419/51691/22916/27339/26832/6432/6632/56259/5725/24148/3192/144983/57060/6633/10492/23658/11171/54960/100151683/25766/101447996/338657/6427/28960/6631/5411/1660/6635/57819/60625/9775/65110/7919/3181/6433/100151684/101954264/8175/26828/84292/26528/51319/7737/54496/26864/55082/10946/55280/6431/55660/50628/3187/51631/25980/6629/25804/3191/1665/10772/54957/3312/7072/79833/4809/26121/4116/51163/79760/5935/23020/11338/10084/22827/708/51747/8683/101954267/94104/9410"
"GO:0001701","GO:0001701","in utero embryonic development",399,0.448012957998426,1.44831606157929,0.000701892785835314,0.00880282454098674,0.00654927412652681,2422,"tags=20%, list=9%, signal=19%","7472/57167/4188/7004/430/7516/2648/705/23250/4487/9654/54892/7477/81624/144455/5954/79728/7422/23322/4751/675/9837/54663/6241/8894/54475/3976/203286/8882/1111/891/3714/5723/6615/81502/51176/1825/3481/1051/655/6491/1437/57820/2709/7784/285855/84296/8985/343263/60681/196051/11232/8061/8451/55636/1909/55723/86/598/5335/3276/50814/5423/9133/10733/10155/54888/27077/56006/7291/7262/10361/10400/79977/10436/387733/79621/27173/4435/27339/79805"
"GO:0032535","GO:0032535","regulation of cellular component size",350,-0.40698971718692,-1.41667283534462,0.00070247515640209,0.00880282454098674,0.00654927412652681,3847,"tags=27%, list=15%, signal=23%","51466/57731/5027/361/2314/358/11078/1954/2258/23191/1946/6356/119032/10000/91663/9948/4133/7430/7409/9990/7408/10109/29766/1236/5728/4131/23038/54785/4747/7454/79822/23616/7504/1785/6344/3071/29767/3059/2059/57142/382/23580/9353/5063/57704/2885/10602/6366/51429/10439/5581/9368/11034/4690/5580/51652/81553/9798/23111/4137/54825/50853/2909/25/282679/5048/8153/56963/56920/6900/2045/2185/85477/3778/51474/53841/57482/23500/7111/253725/5357/2150/2934/8800/25802/51676/9423/6387/25959/80031/1073/6840/118"
"GO:0022010","GO:0022010","central nervous system myelination",26,-0.765221393515425,-1.82380654929013,0.000710397723437995,0.00886292199761243,0.00659398644765921,1810,"tags=42%, list=7%, signal=39%","8506/5728/1272/1191/6900/6663/4336/2824/4118/5354/443"
"GO:0032291","GO:0032291","axon ensheathment in central nervous system",26,-0.765221393515425,-1.82380654929013,0.000710397723437995,0.00886292199761243,0.00659398644765921,1810,"tags=42%, list=7%, signal=39%","8506/5728/1272/1191/6900/6663/4336/2824/4118/5354/443"
"GO:0046112","GO:0046112","nucleobase biosynthetic process",17,0.842700350850184,1.78026819762391,0.000728067137045106,0.00906523513151171,0.00674450679111644,3244,"tags=76%, list=12%, signal=67%","5471/790/10606/1503/8833/2618/7372/56474/5631/1723/3251/100/1373"
"GO:0000470","GO:0000470","maturation of LSU-rRNA",26,0.800839685364663,1.81778359797927,0.000741736302450482,0.0092170339734783,0.00685744465821803,4254,"tags=77%, list=16%, signal=65%","23560/55759/23246/9875/285855/81887/84154/4839/51504/56342/23481/55003/8886/51018/3692/84549/54680/6129/6130/11224"
"GO:0044042","GO:0044042","glucan metabolic process",84,-0.562686384318042,-1.62956650610248,0.000764200000339913,0.00947729543165085,0.00705107837501032,3141,"tags=27%, list=12%, signal=24%","5260/8972/3479/5167/5257/23710/51422/51763/178/2538/5500/55829/3953/3572/5507/5502/8445/34/10580/8987/7957/5837/7360"
