"","ID","Pathway_Size","CoExp_Pairs","pvalue","padj","TERM","Description"
"248","GO:0004930",218,983,9.54302544666972e-49,2.44963306425401e-47,"G protein-coupled receptor activity","G protein-coupled receptor activity"
"249","GO:0035861",77,228,1.36988018632099e-48,3.50227199442548e-47,"site of double-strand break","site of double-strand break"
"250","GO:0033691",19,58,3.04441971645085e-48,7.75231036597044e-47,"sialic acid binding","sialic acid binding"
"251","GO:0005802",137,487,3.12794435847019e-48,7.93326445658216e-47,"trans-Golgi network","trans-Golgi network"
"252","GO:0001501",94,291,7.08172366866017e-48,1.7889782886782e-46,"skeletal system development","skeletal system development"
"253","GO:0042645",43,118,2.98812234026086e-47,7.51872996762872e-46,"mitochondrial nucleoid","mitochondrial nucleoid"
"254","GO:0038094",9,32,4.03655285658297e-47,1.01168092460658e-45,"Fc-gamma receptor signaling pathway","Fc-gamma receptor signaling pathway"
"255","GO:0006952",46,126,5.74292689839863e-47,1.43370480922375e-45,"defense response","defense response"
"256","GO:0072686",106,338,8.99936157230204e-47,2.2378881159873e-45,"mitotic spindle","mitotic spindle"
"257","GO:0005770",109,350,2.08739272277044e-46,5.17056111795977e-45,"late endosome","late endosome"
"258","GO:0001935",23,66,2.18131110830918e-46,5.38225833933962e-45,"endothelial cell proliferation","endothelial cell proliferation"
"259","GO:0008360",107,340,7.17790410100427e-46,1.76426785741286e-44,"regulation of cell shape","regulation of cell shape"
"260","GO:0001938",48,130,9.03173953029007e-46,2.21138668653179e-44,"positive regulation of endothelial cell proliferation","positive regulation of endothelial cell proliferation"
"261","GO:0051539",38,102,3.18562015832381e-45,7.76998388041738e-44,"4 iron, 4 sulfur cluster binding","4 iron, 4 sulfur cluster binding"
"262","GO:0004984",48,129,4.54468052531189e-45,1.10425329099754e-43,"olfactory receptor activity","olfactory receptor activity"
"263","GO:0007169",85,250,4.84200700259229e-45,1.17202344404952e-43,"cell surface receptor protein tyrosine kinase signaling pathway","cell surface receptor protein tyrosine kinase signaling pathway"
"264","GO:0017148",73,207,5.51818825479821e-45,1.33063584962293e-43,"negative regulation of translation","negative regulation of translation"
"265","GO:0005901",54,146,8.28181551137043e-45,1.98951085076921e-43,"caveola","caveola"
"266","GO:0010628",320,1814,1.53868194810048e-44,3.68242454195777e-43,"positive regulation of gene expression","positive regulation of gene expression"
"267","GO:0009378",41,109,1.69357480988099e-44,4.03793904108704e-43,"four-way junction helicase activity","four-way junction helicase activity"
"268","GO:0000049",63,171,2.75865236691069e-43,6.55282871931099e-42,"tRNA binding","tRNA binding"
"269","GO:0000028",10,33,4.08167279945382e-43,9.65945317521301e-42,"ribosomal small subunit assembly","ribosomal small subunit assembly"
"270","GO:0032456",41,107,5.87221711691135e-43,1.38453830245399e-41,"endocytic recycling","endocytic recycling"
"271","GO:0030027",144,506,6.18050932717062e-43,1.45184953419809e-41,"lamellipodium","lamellipodium"
"272","GO:0001649",99,299,8.96166041476847e-43,2.09742390442706e-41,"osteoblast differentiation","osteoblast differentiation"
"273","GO:0006325",128,426,1.07866599463994e-42,2.51530685783072e-41,"chromatin organization","chromatin organization"
"274","GO:0060271",160,590,1.81538228664629e-42,4.21778234919354e-41,"cilium assembly","cilium assembly"
"275","GO:0005793",53,139,3.39420456962713e-42,7.85727501463502e-41,"endoplasmic reticulum-Golgi intermediate compartment","endoplasmic reticulum-Golgi intermediate compartment"
"276","GO:0006914",103,313,7.14198401794887e-42,1.64731413979212e-40,"autophagy","autophagy"
"277","GO:0034599",85,243,7.83807825033668e-42,1.80134318200878e-40,"cellular response to oxidative stress","cellular response to oxidative stress"
"278","GO:0009898",82,232,9.02495298774238e-42,2.06664930647367e-40,"cytoplasmic side of plasma membrane","cytoplasmic side of plasma membrane"
"279","GO:0043505",12,37,1.69153887777843e-41,3.84583446283483e-40,"CENP-A containing nucleosome","CENP-A containing nucleosome"
"280","GO:0061644",12,37,1.69153887777843e-41,3.84583446283483e-40,"protein localization to CENP-A containing chromatin","protein localization to CENP-A containing chromatin"
"281","GO:0071222",123,399,1.75394189703271e-41,3.973521037904e-40,"cellular response to lipopolysaccharide","cellular response to lipopolysaccharide"
"282","GO:0042393",116,367,2.45034715510393e-41,5.53152836503249e-40,"histone binding","histone binding"
"283","GO:0071560",46,118,2.99903740120241e-41,6.74624455690973e-40,"cellular response to transforming growth factor beta stimulus","cellular response to transforming growth factor beta stimulus"
"284","GO:0045211",142,490,3.34350555941701e-41,7.49463253212983e-40,"postsynaptic membrane","postsynaptic membrane"
"285","GO:0043021",26,68,4.89325729717449e-41,1.09299915627413e-39,"ribonucleoprotein complex binding","ribonucleoprotein complex binding"
"286","GO:0045892",382,2428,1.44753186410935e-40,3.22202372269935e-39,"negative regulation of DNA-templated transcription","negative regulation of DNA-templated transcription"
"287","GO:0010976",100,297,2.26192363666505e-40,5.01721458920199e-39,"positive regulation of neuron projection development","positive regulation of neuron projection development"
"288","GO:0042273",34,86,2.76099775381328e-40,6.10295545165811e-39,"ribosomal large subunit biogenesis","ribosomal large subunit biogenesis"
"289","GO:0001580",23,60,9.95933380783672e-40,2.19381034673663e-38,"detection of chemical stimulus involved in sensory perception of bitter taste","detection of chemical stimulus involved in sensory perception of bitter taste"
"290","GO:0098609",142,485,1.0212542183254e-39,2.24182908753775e-38,"cell-cell adhesion","cell-cell adhesion"
"291","GO:0036121",40,100,1.35331625830487e-39,2.95041482889342e-38,"double-stranded DNA helicase activity","double-stranded DNA helicase activity"
"292","GO:0061749",40,100,1.35331625830487e-39,2.95041482889342e-38,"forked DNA-dependent helicase activity","forked DNA-dependent helicase activity"
"293","GO:0050911",51,129,1.98665618522624e-39,4.31640043520485e-38,"detection of chemical stimulus involved in sensory perception of smell","detection of chemical stimulus involved in sensory perception of smell"
"294","GO:0001772",39,97,3.14297312190447e-39,6.80549894355233e-38,"immunological synapse","immunological synapse"
"295","GO:0043123",167,617,3.18823958701019e-39,6.88011295284978e-38,"positive regulation of canonical NF-kappaB signal transduction","positive regulation of canonical NF-kappaB signal transduction"
"296","GO:0007204",110,335,3.50665878259283e-39,7.54168574661687e-38,"positive regulation of cytosolic calcium ion concentration","positive regulation of cytosolic calcium ion concentration"
"297","GO:0016579",52,131,6.30661806003093e-39,1.35178217407936e-37,"protein deubiquitination","protein deubiquitination"
"298","GO:0001726",83,228,2.46091266438946e-38,5.25710403406151e-37,"ruffle","ruffle"
"299","GO:0051117",65,168,3.46054861082857e-38,7.36784363094805e-37,"ATPase binding","ATPase binding"
"300","GO:0090090",104,307,4.95852589317151e-38,1.05219919453099e-36,"negative regulation of canonical Wnt signaling pathway","negative regulation of canonical Wnt signaling pathway"
"301","GO:0098794",138,459,6.46343747288723e-38,1.36698481569436e-36,"postsynapse","postsynapse"
"302","GO:0032755",79,213,7.40228299076706e-38,1.56036203706037e-36,"positive regulation of interleukin-6 production","positive regulation of interleukin-6 production"
"303","GO:0006968",36,87,3.7080953448207e-37,7.790671605653e-36,"cellular defense response","cellular defense response"
"304","GO:0030490",19,48,7.87371012406185e-36,1.64881706084795e-34,"maturation of SSU-rRNA","maturation of SSU-rRNA"
"305","GO:0007052",46,110,8.53191902867648e-36,1.78079332906736e-34,"mitotic spindle organization","mitotic spindle organization"
"306","GO:0016477",201,807,1.4165072990482e-35,2.94689067507871e-34,"cell migration","cell migration"
"307","GO:0005021",43,102,1.4776137678314e-35,3.06400301173116e-34,"vascular endothelial growth factor receptor activity","vascular endothelial growth factor receptor activity"
"308","GO:0038063",47,112,2.10092238401772e-35,4.34236100540805e-34,"collagen-activated tyrosine kinase receptor signaling pathway","collagen-activated tyrosine kinase receptor signaling pathway"
"309","GO:0001650",121,371,3.00070479675318e-35,6.18203454243713e-34,"fibrillar center","fibrillar center"
"310","GO:0000287",186,711,4.29947038888138e-35,8.82917048245771e-34,"magnesium ion binding","magnesium ion binding"
"311","GO:0046982",258,1208,2.35492103104716e-34,4.82039462496663e-33,"protein heterodimerization activity","protein heterodimerization activity"
"312","GO:0046631",7,21,2.83019554668968e-34,5.77468745199568e-33,"alpha-beta T cell activation","alpha-beta T cell activation"
"313","GO:0006913",38,88,2.90184338725376e-34,5.90196006493848e-33,"nucleocytoplasmic transport","nucleocytoplasmic transport"
"314","GO:0101031",25,59,2.93425558112754e-34,5.94887612403118e-33,"protein folding chaperone complex","protein folding chaperone complex"
"315","GO:0043484",58,140,2.95863705061195e-34,5.97926459180816e-33,"regulation of RNA splicing","regulation of RNA splicing"
"316","GO:0006302",65,160,5.11996696597143e-34,1.03144650966374e-32,"double-strand break repair","double-strand break repair"
"317","GO:0048407",9,26,5.78579954934204e-34,1.16190536060288e-32,"platelet-derived growth factor binding","platelet-derived growth factor binding"
"318","GO:0042105",10,28,1.34715055185644e-33,2.69684289720696e-32,"alpha-beta T cell receptor complex","alpha-beta T cell receptor complex"
"319","GO:0042981",135,429,2.11083669669085e-33,4.21240953327084e-32,"regulation of apoptotic process","regulation of apoptotic process"
"320","GO:0005665",14,36,2.2461199624519e-33,4.46837490030274e-32,"RNA polymerase II, core complex","RNA polymerase II, core complex"
"321","GO:0045333",26,60,3.3371999737062e-33,6.61826013477062e-32,"cellular respiration","cellular respiration"
"322","GO:0016363",100,277,7.9968190233155e-33,1.58098602181449e-31,"nuclear matrix","nuclear matrix"
"323","GO:0032588",84,218,1.49942716401544e-32,2.95521774802548e-31,"trans-Golgi network membrane","trans-Golgi network membrane"
"324","GO:0017124",95,257,2.03800978155051e-32,4.00431181152794e-31,"SH3 domain binding","SH3 domain binding"
"325","GO:0005769",212,863,2.28647343054666e-32,4.47867380272617e-31,"early endosome","early endosome"
"326","GO:0071711",17,41,3.13691148108148e-32,6.12563757317935e-31,"basement membrane organization","basement membrane organization"
"327","GO:0002764",15,37,4.53964348155178e-32,8.81078365962154e-31,"immune response-regulating signaling pathway","immune response-regulating signaling pathway"
"328","GO:0005761",15,37,4.53964348155178e-32,8.81078365962154e-31,"mitochondrial ribosome","mitochondrial ribosome"
"329","GO:0045739",38,85,4.71373169322124e-32,9.12085591460377e-31,"positive regulation of DNA repair","positive regulation of DNA repair"
"330","GO:0018105",51,117,5.10781709047167e-32,9.85344351452808e-31,"peptidyl-serine phosphorylation","peptidyl-serine phosphorylation"
"331","GO:0000077",29,65,5.22442037473801e-32,1.00479335666411e-30,"DNA damage checkpoint signaling","DNA damage checkpoint signaling"
"332","GO:0010629",185,690,7.95641126435883e-32,1.52561789484664e-30,"negative regulation of gene expression","negative regulation of gene expression"
"333","GO:0006470",61,144,8.19946849974453e-32,1.56750199607729e-30,"protein dephosphorylation","protein dephosphorylation"
"334","GO:0071162",11,29,8.79031610250059e-32,1.67542372181194e-30,"CMG complex","CMG complex"
"335","GO:0051082",86,223,9.01683601610712e-32,1.71346800234442e-30,"unfolded protein binding","unfolded protein binding"
"336","GO:0101003",40,89,1.40559881850896e-31,2.66310776149645e-30,"ficolin-1-rich granule membrane","ficolin-1-rich granule membrane"
"337","GO:0019722",91,240,1.63926085736588e-31,3.09659780949294e-30,"calcium-mediated signaling","calcium-mediated signaling"
"338","GO:0038187",25,56,2.30898598442566e-31,4.34881798131767e-30,"pattern recognition receptor activity","pattern recognition receptor activity"
"339","GO:0000244",17,40,5.18066252214952e-31,9.72864236460291e-30,"spliceosomal tri-snRNP complex assembly","spliceosomal tri-snRNP complex assembly"
"340","GO:0002040",31,68,6.02167261279589e-31,1.12746964273702e-29,"sprouting angiogenesis","sprouting angiogenesis"
"341","GO:1990518",40,88,6.99729627640977e-31,1.30629877113269e-29,"single-stranded 3'-5' DNA helicase activity","single-stranded 3'-5' DNA helicase activity"
"342","GO:0012505",103,283,7.44228631232687e-31,1.38530978550505e-29,"endomembrane system","endomembrane system"
"343","GO:0048488",33,72,1.05984623132024e-30,1.96704988588475e-29,"synaptic vesicle endocytosis","synaptic vesicle endocytosis"
"344","GO:0015030",56,128,1.0662919758612e-30,1.97326009253848e-29,"Cajal body","Cajal body"
"345","GO:0007156",118,343,1.48630107264256e-30,2.74254858795436e-29,"homophilic cell adhesion via plasma membrane adhesion molecules","homophilic cell adhesion via plasma membrane adhesion molecules"
"346","GO:0090307",35,76,2.07451250902684e-30,3.81686318857366e-29,"mitotic spindle assembly","mitotic spindle assembly"
"347","GO:0010508",54,122,2.40885909294103e-30,4.41924985177597e-29,"positive regulation of autophagy","positive regulation of autophagy"
"348","GO:0098553",22,49,2.45436246027759e-30,4.48979063854227e-29,"lumenal side of endoplasmic reticulum membrane","lumenal side of endoplasmic reticulum membrane"
"349","GO:0001701",159,537,2.94351402034549e-30,5.36917199241243e-29,"in utero embryonic development","in utero embryonic development"
"350","GO:0045669",53,119,3.85371780137247e-30,7.00936214958204e-29,"positive regulation of osteoblast differentiation","positive regulation of osteoblast differentiation"
"351","GO:0001618",66,155,4.53820773432127e-30,8.23083488224764e-29,"virus receptor activity","virus receptor activity"
"352","GO:0032331",17,39,8.26215164497658e-30,1.49422890261139e-28,"negative regulation of chondrocyte differentiation","negative regulation of chondrocyte differentiation"
"353","GO:0030426",99,264,1.48125755411228e-29,2.67129903384667e-28,"growth cone","growth cone"
"354","GO:0030134",26,56,1.70943441511552e-29,3.07408460074163e-28,"COPII-coated ER to Golgi transport vesicle","COPII-coated ER to Golgi transport vesicle"
"355","GO:0030670",55,123,1.96837920591358e-29,3.52977521826643e-28,"phagocytic vesicle membrane","phagocytic vesicle membrane"
"356","GO:0007229",77,187,2.68364244454676e-29,4.79889544999569e-28,"integrin-mediated signaling pathway","integrin-mediated signaling pathway"
"357","GO:0006959",33,70,3.87816694238496e-29,6.91552121995032e-28,"humoral immune response","humoral immune response"
"358","GO:0005581",47,102,4.21641109687527e-29,7.49767403427597e-28,"collagen trimer","collagen trimer"
"359","GO:0017116",19,42,5.6826156980985e-29,1.00767497309457e-27,"single-stranded DNA helicase activity","single-stranded DNA helicase activity"
