"","ID","Pathway_Size","CoExp_Pairs","pvalue","padj","TERM","Description"
"909","GO:0004129",9,9,2.12414034303892e-07,1.48270585787125e-06,"cytochrome-c oxidase activity","cytochrome-c oxidase activity"
"910","GO:0014044",9,9,2.12414034303892e-07,1.48270585787125e-06,"Schwann cell development","Schwann cell development"
"911","GO:0071028",9,9,2.12414034303892e-07,1.48270585787125e-06,"nuclear mRNA surveillance","nuclear mRNA surveillance"
"912","GO:1990948",9,9,2.12414034303892e-07,1.48270585787125e-06,"ubiquitin ligase inhibitor activity","ubiquitin ligase inhibitor activity"
"913","GO:0048146",42,49,2.27558951504165e-07,1.58668158299618e-06,"positive regulation of fibroblast proliferation","positive regulation of fibroblast proliferation"
"914","GO:0043066",340,1650,2.32379392171052e-07,1.61851992402726e-06,"negative regulation of apoptotic process","negative regulation of apoptotic process"
"915","GO:0044297",55,72,2.45721333550134e-07,1.70957596653569e-06,"cell body","cell body"
"916","GO:0065003",114,230,2.70007271145831e-07,1.87649158091087e-06,"protein-containing complex assembly","protein-containing complex assembly"
"917","GO:0007026",25,25,2.71272833340878e-07,1.88323103276776e-06,"negative regulation of microtubule depolymerization","negative regulation of microtubule depolymerization"
"918","GO:0043525",53,68,2.77955582703774e-07,1.92752204737715e-06,"positive regulation of neuron apoptotic process","positive regulation of neuron apoptotic process"
"919","GO:0000082",63,88,2.99149695106699e-07,2.07223825794259e-06,"G1/S transition of mitotic cell cycle","G1/S transition of mitotic cell cycle"
"920","GO:0015297",41,47,3.23122892594403e-07,2.2358699285391e-06,"antiporter activity","antiporter activity"
"921","GO:0008541",8,8,3.27741061451685e-07,2.26536329772142e-06,"proteasome regulatory particle, lid subcomplex","proteasome regulatory particle, lid subcomplex"
"922","GO:0042742",87,146,3.81249818243646e-07,2.63236045871914e-06,"defense response to bacterium","defense response to bacterium"
"923","GO:0031589",17,16,4.07217145047536e-07,2.80860709141129e-06,"cell-substrate adhesion","cell-substrate adhesion"
"924","GO:0043034",16,15,4.21643968069643e-07,2.90496266312917e-06,"costamere","costamere"
"925","GO:0061028",19,18,4.25947550576642e-07,2.93144011564422e-06,"establishment of endothelial barrier","establishment of endothelial barrier"
"926","GO:0002244",58,77,4.54132808460741e-07,3.12204045211779e-06,"hematopoietic progenitor cell differentiation","hematopoietic progenitor cell differentiation"
"927","GO:1901673",20,19,4.57892576963025e-07,3.14449206574608e-06,"regulation of mitotic spindle assembly","regulation of mitotic spindle assembly"
"928","GO:0032956",78,122,4.67496912518128e-07,3.20698851841638e-06,"regulation of actin cytoskeleton organization","regulation of actin cytoskeleton organization"
"929","GO:0048661",40,45,4.73941011479962e-07,3.24769481063664e-06,"positive regulation of smooth muscle cell proliferation","positive regulation of smooth muscle cell proliferation"
"930","GO:0004713",61,83,4.88486464338157e-07,3.3401770483101e-06,"protein tyrosine kinase activity","protein tyrosine kinase activity"
"931","GO:0006936",61,83,4.88486464338157e-07,3.3401770483101e-06,"muscle contraction","muscle contraction"
"932","GO:0016226",21,20,5.06684585558673e-07,3.45718550017847e-06,"iron-sulfur cluster assembly","iron-sulfur cluster assembly"
"933","GO:1903241",21,20,5.06684585558673e-07,3.45718550017847e-06,"U2-type prespliceosome assembly","U2-type prespliceosome assembly"
"934","GO:0003094",14,13,5.18590021312572e-07,3.53084927879768e-06,"glomerular filtration","glomerular filtration"
"935","GO:0120293",14,13,5.18590021312572e-07,3.53084927879768e-06,"dynein axonemal particle","dynein axonemal particle"
"936","GO:0001654",34,36,5.54677094104953e-07,3.7725153643933e-06,"eye development","eye development"
"937","GO:0038060",7,7,5.58731594364091e-07,3.77989939396579e-06,"nitric oxide-cGMP-mediated signaling","nitric oxide-cGMP-mediated signaling"
"938","GO:0048007",7,7,5.58731594364091e-07,3.77989939396579e-06,"antigen processing and presentation, exogenous lipid antigen via MHC class Ib","antigen processing and presentation, exogenous lipid antigen via MHC class Ib"
"939","GO:0050869",7,7,5.58731594364091e-07,3.77989939396579e-06,"negative regulation of B cell activation","negative regulation of B cell activation"
"940","GO:1904970",7,7,5.58731594364091e-07,3.77989939396579e-06,"brush border assembly","brush border assembly"
"941","GO:1990072",7,7,5.58731594364091e-07,3.77989939396579e-06,"TRAPPIII protein complex","TRAPPIII protein complex"
"942","GO:0005044",22,21,5.75525654655912e-07,3.88525590407162e-06,"scavenger receptor activity","scavenger receptor activity"
"943","GO:0090316",22,21,5.75525654655912e-07,3.88525590407162e-06,"positive regulation of intracellular protein transport","positive regulation of intracellular protein transport"
"944","GO:0019955",28,28,6.02766651400047e-07,4.06054233101873e-06,"cytokine binding","cytokine binding"
"945","GO:0032465",28,28,6.02766651400047e-07,4.06054233101873e-06,"regulation of cytokinesis","regulation of cytokinesis"
"946","GO:0016282",13,12,6.22975590936707e-07,4.17459222305587e-06,"eukaryotic 43S preinitiation complex","eukaryotic 43S preinitiation complex"
"947","GO:0043116",13,12,6.22975590936707e-07,4.17459222305587e-06,"negative regulation of vascular permeability","negative regulation of vascular permeability"
"948","GO:0046827",13,12,6.22975590936707e-07,4.17459222305587e-06,"positive regulation of protein export from nucleus","positive regulation of protein export from nucleus"
"949","GO:0046972",13,12,6.22975590936707e-07,4.17459222305587e-06,"histone H4K16 acetyltransferase activity","histone H4K16 acetyltransferase activity"
"950","GO:0060816",13,12,6.22975590936707e-07,4.17459222305587e-06,"random inactivation of X chromosome","random inactivation of X chromosome"
"951","GO:0005686",23,22,6.69346349752041e-07,4.47590216651418e-06,"U2 snRNP","U2 snRNP"
"952","GO:0008266",23,22,6.69346349752041e-07,4.47590216651418e-06,"poly(U) RNA binding","poly(U) RNA binding"
"953","GO:0019005",47,56,6.73034448906394e-07,4.49584186960977e-06,"SCF ubiquitin ligase complex","SCF ubiquitin ligase complex"
"954","GO:0004175",51,63,7.05044036569815e-07,4.69980139979418e-06,"endopeptidase activity","endopeptidase activity"
"955","GO:0032088",51,63,7.05044036569815e-07,4.69980139979418e-06,"negative regulation of NF-kappaB transcription factor activity","negative regulation of NF-kappaB transcription factor activity"
"956","GO:0051123",37,40,7.33235067211352e-07,4.88260924463124e-06,"RNA polymerase II preinitiation complex assembly","RNA polymerase II preinitiation complex assembly"
"957","GO:0043204",116,234,7.59606098619598e-07,5.05292834254165e-06,"perikaryon","perikaryon"
"958","GO:0001934",96,170,7.60466850584022e-07,5.05337366473683e-06,"positive regulation of protein phosphorylation","positive regulation of protein phosphorylation"
"959","GO:0005687",12,11,7.96582085103692e-07,5.18511406315961e-06,"U4 snRNP","U4 snRNP"
"960","GO:0006287",12,11,7.96582085103692e-07,5.18511406315961e-06,"base-excision repair, gap-filling","base-excision repair, gap-filling"
"961","GO:0030595",12,11,7.96582085103692e-07,5.18511406315961e-06,"leukocyte chemotaxis","leukocyte chemotaxis"
"962","GO:0031011",12,11,7.96582085103692e-07,5.18511406315961e-06,"Ino80 complex","Ino80 complex"
"963","GO:0032931",12,11,7.96582085103692e-07,5.18511406315961e-06,"histone H3K56 acetyltransferase activity","histone H3K56 acetyltransferase activity"
"964","GO:0032963",12,11,7.96582085103692e-07,5.18511406315961e-06,"collagen metabolic process","collagen metabolic process"
"965","GO:0043992",12,11,7.96582085103692e-07,5.18511406315961e-06,"histone H3K9 acetyltransferase activity","histone H3K9 acetyltransferase activity"
"966","GO:0043993",12,11,7.96582085103692e-07,5.18511406315961e-06,"histone H3K18 acetyltransferase activity","histone H3K18 acetyltransferase activity"
"967","GO:0043994",12,11,7.96582085103692e-07,5.18511406315961e-06,"histone H3K23 acetyltransferase activity","histone H3K23 acetyltransferase activity"
"968","GO:0043999",12,11,7.96582085103692e-07,5.18511406315961e-06,"histone H2AK5 acetyltransferase activity","histone H2AK5 acetyltransferase activity"
"969","GO:0044012",12,11,7.96582085103692e-07,5.18511406315961e-06,"histone H2AK9 acetyltransferase activity","histone H2AK9 acetyltransferase activity"
"970","GO:0044014",12,11,7.96582085103692e-07,5.18511406315961e-06,"histone H2BK5 acetyltransferase activity","histone H2BK5 acetyltransferase activity"
"971","GO:0044015",12,11,7.96582085103692e-07,5.18511406315961e-06,"histone H2BK12 acetyltransferase activity","histone H2BK12 acetyltransferase activity"
"972","GO:0044016",12,11,7.96582085103692e-07,5.18511406315961e-06,"histone H3K4 acetyltransferase activity","histone H3K4 acetyltransferase activity"
"973","GO:0044017",12,11,7.96582085103692e-07,5.18511406315961e-06,"histone H3K27 acetyltransferase activity","histone H3K27 acetyltransferase activity"
"974","GO:0044018",12,11,7.96582085103692e-07,5.18511406315961e-06,"histone H3K36 acetyltransferase activity","histone H3K36 acetyltransferase activity"
"975","GO:0045580",12,11,7.96582085103692e-07,5.18511406315961e-06,"regulation of T cell differentiation","regulation of T cell differentiation"
"976","GO:0048514",12,11,7.96582085103692e-07,5.18511406315961e-06,"blood vessel morphogenesis","blood vessel morphogenesis"
"977","GO:0101005",12,11,7.96582085103692e-07,5.18511406315961e-06,"deubiquitinase activity","deubiquitinase activity"
"978","GO:0140908",12,11,7.96582085103692e-07,5.18511406315961e-06,"histone H3K122 acetyltransferase activity","histone H3K122 acetyltransferase activity"
"979","GO:0017053",46,54,8.48247387642354e-07,5.51577412638532e-06,"transcription repressor complex","transcription repressor complex"
"980","GO:0006351",57,74,8.82534400009332e-07,5.73287141883613e-06,"DNA-templated transcription","DNA-templated transcription"
"981","GO:0000387",25,24,9.63225390915921e-07,6.23793778084512e-06,"spliceosomal snRNP assembly","spliceosomal snRNP assembly"
"982","GO:0016592",25,24,9.63225390915921e-07,6.23793778084512e-06,"mediator complex","mediator complex"
"983","GO:0032007",25,24,9.63225390915921e-07,6.23793778084512e-06,"negative regulation of TOR signaling","negative regulation of TOR signaling"
"984","GO:0004222",81,128,1.02772569525673e-06,6.64888391870358e-06,"metalloendopeptidase activity","metalloendopeptidase activity"
"985","GO:0030574",33,34,1.03799116178534e-06,6.70167518856538e-06,"collagen catabolic process","collagen catabolic process"
"986","GO:0045454",33,34,1.03799116178534e-06,6.70167518856538e-06,"cell redox homeostasis","cell redox homeostasis"
"987","GO:0045906",6,6,1.06858695889789e-06,6.87133795994341e-06,"negative regulation of vasoconstriction","negative regulation of vasoconstriction"
"988","GO:0051645",6,6,1.06858695889789e-06,6.87133795994341e-06,"Golgi localization","Golgi localization"
"989","GO:0097120",6,6,1.06858695889789e-06,6.87133795994341e-06,"receptor localization to synapse","receptor localization to synapse"
"990","GO:2000427",6,6,1.06858695889789e-06,6.87133795994341e-06,"positive regulation of apoptotic cell clearance","positive regulation of apoptotic cell clearance"
"991","GO:1904707",30,30,1.08685820344889e-06,6.98177530086343e-06,"positive regulation of vascular associated smooth muscle cell proliferation","positive regulation of vascular associated smooth muscle cell proliferation"
"992","GO:0002116",11,10,1.09347189656744e-06,6.98899808589191e-06,"semaphorin receptor complex","semaphorin receptor complex"
"993","GO:0017154",11,10,1.09347189656744e-06,6.98899808589191e-06,"semaphorin receptor activity","semaphorin receptor activity"
"994","GO:0032434",11,10,1.09347189656744e-06,6.98899808589191e-06,"regulation of proteasomal ubiquitin-dependent protein catabolic process","regulation of proteasomal ubiquitin-dependent protein catabolic process"
"995","GO:0032977",11,10,1.09347189656744e-06,6.98899808589191e-06,"membrane insertase activity","membrane insertase activity"
"996","GO:0034511",11,10,1.09347189656744e-06,6.98899808589191e-06,"U3 snoRNA binding","U3 snoRNA binding"
"997","GO:0009611",53,66,1.12831243986672e-06,7.20445034322122e-06,"response to wounding","response to wounding"
"998","GO:0070534",48,57,1.16217609059894e-06,7.41323947169627e-06,"protein K63-linked ubiquitination","protein K63-linked ubiquitination"
"999","GO:0051233",26,25,1.18711796312992e-06,7.56475771099605e-06,"spindle midzone","spindle midzone"
"1000","GO:0004715",36,38,1.23002652394121e-06,7.82252632508464e-06,"non-membrane spanning protein tyrosine kinase activity","non-membrane spanning protein tyrosine kinase activity"
"1001","GO:0014704",36,38,1.23002652394121e-06,7.82252632508464e-06,"intercalated disc","intercalated disc"
"1002","GO:0006487",47,55,1.43957324105858e-06,9.13691251503379e-06,"protein N-linked glycosylation","protein N-linked glycosylation"
"1003","GO:0030136",47,55,1.43957324105858e-06,9.13691251503379e-06,"clathrin-coated vesicle","clathrin-coated vesicle"
"1004","GO:0030544",34,35,1.48902224131539e-06,9.44135018746395e-06,"Hsp70 protein binding","Hsp70 protein binding"
"1005","GO:0009887",68,96,1.61776534894936e-06,1.02474569267778e-05,"animal organ morphogenesis","animal organ morphogenesis"
"1006","GO:0005883",10,9,1.62822208683902e-06,1.02626354503141e-05,"neurofilament","neurofilament"
"1007","GO:0033314",10,9,1.62822208683902e-06,1.02626354503141e-05,"mitotic DNA replication checkpoint signaling","mitotic DNA replication checkpoint signaling"
"1008","GO:0051256",10,9,1.62822208683902e-06,1.02626354503141e-05,"mitotic spindle midzone assembly","mitotic spindle midzone assembly"
"1009","GO:0051292",10,9,1.62822208683902e-06,1.02626354503141e-05,"nuclear pore complex assembly","nuclear pore complex assembly"
"1010","GO:0070679",10,9,1.62822208683902e-06,1.02626354503141e-05,"inositol 1,4,5 trisphosphate binding","inositol 1,4,5 trisphosphate binding"
"1011","GO:0008021",90,151,1.64026463613192e-06,1.03283132281066e-05,"synaptic vesicle","synaptic vesicle"
"1012","GO:0042470",81,127,1.65135127099952e-06,1.03878480150029e-05,"melanosome","melanosome"
"1013","GO:0030900",41,45,1.78946233511784e-06,1.12344351334913e-05,"forebrain development","forebrain development"
"1014","GO:0060261",41,45,1.78946233511784e-06,1.12344351334913e-05,"positive regulation of transcription initiation by RNA polymerase II","positive regulation of transcription initiation by RNA polymerase II"
"1015","GO:0007200",89,148,1.81479423455497e-06,1.13822464011595e-05,"phospholipase C-activating G protein-coupled receptor signaling pathway","phospholipase C-activating G protein-coupled receptor signaling pathway"
"1016","GO:0005741",148,354,1.94043451380261e-06,1.21582737351057e-05,"mitochondrial outer membrane","mitochondrial outer membrane"
"1017","GO:0060976",19,17,1.95165991113982e-06,1.22165850484917e-05,"coronary vasculature development","coronary vasculature development"
"1018","GO:0001937",20,18,1.98328310773533e-06,1.24023381766632e-05,"negative regulation of endothelial cell proliferation","negative regulation of endothelial cell proliferation"
"1019","GO:0030139",49,58,1.98832283239361e-06,1.24216517674364e-05,"endocytic vesicle","endocytic vesicle"
"1020","GO:1990090",22,20,2.24702656935515e-06,1.4024089353446e-05,"cellular response to nerve growth factor stimulus","cellular response to nerve growth factor stimulus"
"1021","GO:0006620",5,5,2.33129974580621e-06,1.44932169744163e-05,"post-translational protein targeting to endoplasmic reticulum membrane","post-translational protein targeting to endoplasmic reticulum membrane"
"1022","GO:0007044",5,5,2.33129974580621e-06,1.44932169744163e-05,"cell-substrate junction assembly","cell-substrate junction assembly"
"1023","GO:0032133",5,5,2.33129974580621e-06,1.44932169744163e-05,"chromosome passenger complex","chromosome passenger complex"
"1024","GO:0036006",5,5,2.33129974580621e-06,1.44932169744163e-05,"cellular response to macrophage colony-stimulating factor stimulus","cellular response to macrophage colony-stimulating factor stimulus"
"1025","GO:0006337",16,14,2.33749697659205e-06,1.45034169132407e-05,"nucleosome disassembly","nucleosome disassembly"
"1026","GO:0141198",16,14,2.33749697659205e-06,1.45034169132407e-05,"protein branched polyubiquitination","protein branched polyubiquitination"
"1027","GO:0006909",48,56,2.42270462413249e-06,1.50028576237621e-05,"phagocytosis","phagocytosis"
"1028","GO:0050660",48,56,2.42270462413249e-06,1.50028576237621e-05,"flavin adenine dinucleotide binding","flavin adenine dinucleotide binding"
"1029","GO:0090630",29,28,2.4254658646328e-06,1.50053602470869e-05,"activation of GTPase activity","activation of GTPase activity"
"1030","GO:0051968",23,21,2.49059654173981e-06,1.53933374608889e-05,"positive regulation of synaptic transmission, glutamatergic","positive regulation of synaptic transmission, glutamatergic"
"1031","GO:0000729",9,8,2.66418326883965e-06,1.63550537024428e-05,"DNA double-strand break processing","DNA double-strand break processing"
"1032","GO:0001094",9,8,2.66418326883965e-06,1.63550537024428e-05,"TFIID-class transcription factor complex binding","TFIID-class transcription factor complex binding"
"1033","GO:0010717",9,8,2.66418326883965e-06,1.63550537024428e-05,"regulation of epithelial to mesenchymal transition","regulation of epithelial to mesenchymal transition"
"1034","GO:0015937",9,8,2.66418326883965e-06,1.63550537024428e-05,"coenzyme A biosynthetic process","coenzyme A biosynthetic process"
"1035","GO:0017119",9,8,2.66418326883965e-06,1.63550537024428e-05,"Golgi transport complex","Golgi transport complex"
"1036","GO:0034056",9,8,2.66418326883965e-06,1.63550537024428e-05,"estrogen response element binding","estrogen response element binding"
"1037","GO:0051918",9,8,2.66418326883965e-06,1.63550537024428e-05,"negative regulation of fibrinolysis","negative regulation of fibrinolysis"
"1038","GO:0007158",15,13,2.71936738908512e-06,1.66456661528037e-05,"neuron cell-cell adhesion","neuron cell-cell adhesion"
"1039","GO:0008033",15,13,2.71936738908512e-06,1.66456661528037e-05,"tRNA processing","tRNA processing"
"1040","GO:0036408",15,13,2.71936738908512e-06,1.66456661528037e-05,"histone H3K14 acetyltransferase activity","histone H3K14 acetyltransferase activity"
"1041","GO:0051480",33,33,2.79868513821933e-06,1.71147258308398e-05,"regulation of cytosolic calcium ion concentration","regulation of cytosolic calcium ion concentration"
"1042","GO:0006367",36,37,3.09401312563186e-06,1.89025792301079e-05,"transcription initiation at RNA polymerase II promoter","transcription initiation at RNA polymerase II promoter"
"1043","GO:0097542",30,29,3.15319966865892e-06,1.92457038261579e-05,"ciliary tip","ciliary tip"
"1044","GO:0007626",63,84,3.22756371362167e-06,1.96807189663942e-05,"locomotory behavior","locomotory behavior"
"1045","GO:0048873",25,23,3.27650871073644e-06,1.99600521077016e-05,"homeostasis of number of cells within a tissue","homeostasis of number of cells within a tissue"
"1046","GO:0140313",14,12,3.34192076140964e-06,2.03390703318679e-05,"molecular sequestering activity","molecular sequestering activity"
"1047","GO:0043122",26,24,3.87206472522009e-06,2.35430411086448e-05,"regulation of canonical NF-kappaB signal transduction","regulation of canonical NF-kappaB signal transduction"
"1048","GO:0000900",13,11,4.36876043813741e-06,2.63616388143912e-05,"mRNA regulatory element binding translation repressor activity","mRNA regulatory element binding translation repressor activity"
"1049","GO:0002063",13,11,4.36876043813741e-06,2.63616388143912e-05,"chondrocyte development","chondrocyte development"
"1050","GO:0010463",13,11,4.36876043813741e-06,2.63616388143912e-05,"mesenchymal cell proliferation","mesenchymal cell proliferation"
"1051","GO:0030169",13,11,4.36876043813741e-06,2.63616388143912e-05,"low-density lipoprotein particle binding","low-density lipoprotein particle binding"
"1052","GO:0031005",13,11,4.36876043813741e-06,2.63616388143912e-05,"filamin binding","filamin binding"
"1053","GO:0033044",13,11,4.36876043813741e-06,2.63616388143912e-05,"regulation of chromosome organization","regulation of chromosome organization"
"1054","GO:0035313",13,11,4.36876043813741e-06,2.63616388143912e-05,"wound healing, spreading of epidermal cells","wound healing, spreading of epidermal cells"
"1055","GO:0048024",13,11,4.36876043813741e-06,2.63616388143912e-05,"regulation of mRNA splicing, via spliceosome","regulation of mRNA splicing, via spliceosome"
"1056","GO:0070936",75,110,4.76168138229345e-06,2.87053633330304e-05,"protein K48-linked ubiquitination","protein K48-linked ubiquitination"
"1057","GO:0043005",223,738,4.76749594074114e-06,2.87132253157598e-05,"neuron projection","neuron projection"
"1058","GO:0005614",8,7,4.87017984890383e-06,2.92486461491715e-05,"interstitial matrix","interstitial matrix"
"1059","GO:0036261",8,7,4.87017984890383e-06,2.92486461491715e-05,"7-methylguanosine cap hypermethylation","7-methylguanosine cap hypermethylation"
"1060","GO:0048048",8,7,4.87017984890383e-06,2.92486461491715e-05,"embryonic eye morphogenesis","embryonic eye morphogenesis"
"1061","GO:0032580",63,83,5.6806872738058e-06,3.40841236428348e-05,"Golgi cisterna membrane","Golgi cisterna membrane"
"1062","GO:0001818",28,26,5.6865919877099e-06,3.40874242879108e-05,"negative regulation of cytokine production","negative regulation of cytokine production"
"1063","GO:0007254",57,71,5.83394066074542e-06,3.49377857444077e-05,"JNK cascade","JNK cascade"
"1064","GO:0030705",12,10,6.12557065444698e-06,3.65810345086393e-05,"cytoskeleton-dependent intracellular transport","cytoskeleton-dependent intracellular transport"
"1065","GO:0045445",12,10,6.12557065444698e-06,3.65810345086393e-05,"myoblast differentiation","myoblast differentiation"
"1066","GO:1900034",12,10,6.12557065444698e-06,3.65810345086393e-05,"regulation of cellular response to heat","regulation of cellular response to heat"
"1067","GO:0051225",29,27,7.0434554711192e-06,4.20230904678021e-05,"spindle assembly","spindle assembly"
"1068","GO:0071902",21,18,8.09136621385462e-06,4.8143967799139e-05,"positive regulation of protein serine/threonine kinase activity","positive regulation of protein serine/threonine kinase activity"
"1069","GO:0140359",21,18,8.09136621385462e-06,4.8143967799139e-05,"ABC-type transporter activity","ABC-type transporter activity"
"1070","GO:0006400",20,17,8.10718402146983e-06,4.8143967799139e-05,"tRNA modification","tRNA modification"
"1071","GO:0016279",20,17,8.10718402146983e-06,4.8143967799139e-05,"protein-lysine N-methyltransferase activity","protein-lysine N-methyltransferase activity"
"1072","GO:0050860",20,17,8.10718402146983e-06,4.8143967799139e-05,"negative regulation of T cell receptor signaling pathway","negative regulation of T cell receptor signaling pathway"
"1073","GO:0002639",22,19,8.33147981839234e-06,4.9246240040748e-05,"positive regulation of immunoglobulin production","positive regulation of immunoglobulin production"
"1074","GO:0005539",22,19,8.33147981839234e-06,4.9246240040748e-05,"glycosaminoglycan binding","glycosaminoglycan binding"
"1075","GO:0060907",22,19,8.33147981839234e-06,4.9246240040748e-05,"positive regulation of macrophage cytokine production","positive regulation of macrophage cytokine production"
"1076","GO:0071353",22,19,8.33147981839234e-06,4.9246240040748e-05,"cellular response to interleukin-4","cellular response to interleukin-4"
"1077","GO:0090023",22,19,8.33147981839234e-06,4.9246240040748e-05,"positive regulation of neutrophil chemotaxis","positive regulation of neutrophil chemotaxis"
"1078","GO:0051881",23,20,8.82424324878377e-06,5.20622173510264e-05,"regulation of mitochondrial membrane potential","regulation of mitochondrial membrane potential"
"1079","GO:0080008",23,20,8.82424324878377e-06,5.20622173510264e-05,"Cul4-RING E3 ubiquitin ligase complex","Cul4-RING E3 ubiquitin ligase complex"
"1080","GO:0030833",18,15,9.06084430870271e-06,5.34086433974088e-05,"regulation of actin filament polymerization","regulation of actin filament polymerization"
"1081","GO:0001732",11,9,9.30461613356124e-06,5.45425288271186e-05,"formation of cytoplasmic translation initiation complex","formation of cytoplasmic translation initiation complex"
"1082","GO:0034551",11,9,9.30461613356124e-06,5.45425288271186e-05,"mitochondrial respiratory chain complex III assembly","mitochondrial respiratory chain complex III assembly"
"1083","GO:0045039",11,9,9.30461613356124e-06,5.45425288271186e-05,"protein insertion into mitochondrial inner membrane","protein insertion into mitochondrial inner membrane"
"1084","GO:0045730",11,9,9.30461613356124e-06,5.45425288271186e-05,"respiratory burst","respiratory burst"
"1085","GO:0045910",11,9,9.30461613356124e-06,5.45425288271186e-05,"negative regulation of DNA recombination","negative regulation of DNA recombination"
"1086","GO:0060100",11,9,9.30461613356124e-06,5.45425288271186e-05,"positive regulation of phagocytosis, engulfment","positive regulation of phagocytosis, engulfment"
"1087","GO:0005657",24,21,9.587897787084e-06,5.61513866721037e-05,"replication fork","replication fork"
"1088","GO:0016339",34,33,9.83248312663595e-06,5.75308709413276e-05,"calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules"
"1089","GO:0008047",48,54,9.9769620196119e-06,5.83226264617533e-05,"enzyme activator activity","enzyme activator activity"
"1090","GO:0000055",7,6,1.01668702970553e-05,5.88523094706936e-05,"ribosomal large subunit export from nucleus","ribosomal large subunit export from nucleus"
"1091","GO:0001780",7,6,1.01668702970553e-05,5.88523094706936e-05,"neutrophil homeostasis","neutrophil homeostasis"
"1092","GO:0005943",7,6,1.01668702970553e-05,5.88523094706936e-05,"phosphatidylinositol 3-kinase complex, class IA","phosphatidylinositol 3-kinase complex, class IA"
"1093","GO:0006271",7,6,1.01668702970553e-05,5.88523094706936e-05,"DNA strand elongation involved in DNA replication","DNA strand elongation involved in DNA replication"
"1094","GO:0008037",7,6,1.01668702970553e-05,5.88523094706936e-05,"cell recognition","cell recognition"
"1095","GO:0010485",7,6,1.01668702970553e-05,5.88523094706936e-05,"histone H4 acetyltransferase activity","histone H4 acetyltransferase activity"
"1096","GO:0043184",7,6,1.01668702970553e-05,5.88523094706936e-05,"vascular endothelial growth factor receptor 2 binding","vascular endothelial growth factor receptor 2 binding"
"1097","GO:0070233",7,6,1.01668702970553e-05,5.88523094706936e-05,"negative regulation of T cell apoptotic process","negative regulation of T cell apoptotic process"
"1098","GO:0010881",17,14,1.01877544826743e-05,5.88523094706936e-05,"regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion"
"1099","GO:0030150",17,14,1.01877544826743e-05,5.88523094706936e-05,"protein import into mitochondrial matrix","protein import into mitochondrial matrix"
"1100","GO:0043995",17,14,1.01877544826743e-05,5.88523094706936e-05,"histone H4K5 acetyltransferase activity","histone H4K5 acetyltransferase activity"
"1101","GO:0043996",17,14,1.01877544826743e-05,5.88523094706936e-05,"histone H4K8 acetyltransferase activity","histone H4K8 acetyltransferase activity"
"1102","GO:0043997",17,14,1.01877544826743e-05,5.88523094706936e-05,"histone H4K12 acetyltransferase activity","histone H4K12 acetyltransferase activity"
"1103","GO:0010575",25,22,1.06612077325534e-05,6.15315035588713e-05,"positive regulation of vascular endothelial growth factor production","positive regulation of vascular endothelial growth factor production"
"1104","GO:0030315",31,29,1.12049051647112e-05,6.45524219715397e-05,"T-tubule","T-tubule"
"1105","GO:0042169",31,29,1.12049051647112e-05,6.45524219715397e-05,"SH2 domain binding","SH2 domain binding"
"1106","GO:0048268",16,13,1.20097338367682e-05,6.90641062374585e-05,"clathrin coat assembly","clathrin coat assembly"
"1107","GO:0055007",16,13,1.20097338367682e-05,6.90641062374585e-05,"cardiac muscle cell differentiation","cardiac muscle cell differentiation"
"1108","GO:0043542",26,23,1.21051184249339e-05,6.94870909766718e-05,"endothelial cell migration","endothelial cell migration"
"1109","GO:0060076",26,23,1.21051184249339e-05,6.94870909766718e-05,"excitatory synapse","excitatory synapse"
"1110","GO:0043025",286,1166,1.27951875255795e-05,7.3382129538594e-05,"neuronal cell body","neuronal cell body"
"1111","GO:1903561",50,57,1.30388670101252e-05,7.47123558833998e-05,"extracellular vesicle","extracellular vesicle"
"1112","GO:0000178",15,12,1.49258369234705e-05,8.52178276724779e-05,"exosome (RNase complex)","exosome (RNase complex)"
"1113","GO:0042119",15,12,1.49258369234705e-05,8.52178276724779e-05,"neutrophil activation","neutrophil activation"
"1114","GO:0045116",15,12,1.49258369234705e-05,8.52178276724779e-05,"protein neddylation","protein neddylation"
"1115","GO:0071011",15,12,1.49258369234705e-05,8.52178276724779e-05,"precatalytic spliceosome","precatalytic spliceosome"
"1116","GO:0006417",53,62,1.54760922864519e-05,8.81043791473575e-05,"regulation of translation","regulation of translation"
"1117","GO:0006829",10,8,1.55006133592586e-05,8.81043791473575e-05,"zinc ion transport","zinc ion transport"
"1118","GO:0030261",10,8,1.55006133592586e-05,8.81043791473575e-05,"chromosome condensation","chromosome condensation"
"1119","GO:0032009",10,8,1.55006133592586e-05,8.81043791473575e-05,"early phagosome","early phagosome"
"1120","GO:0034498",10,8,1.55006133592586e-05,8.81043791473575e-05,"early endosome to Golgi transport","early endosome to Golgi transport"
"1121","GO:0031490",62,79,1.67183589584232e-05,9.49411892322232e-05,"chromatin DNA binding","chromatin DNA binding"
"1122","GO:0009411",33,31,1.85479670486503e-05,0.000105237395928438,"response to UV","response to UV"
"1123","GO:0003712",87,137,1.8720286913574e-05,0.000106120522254508,"transcription coregulator activity","transcription coregulator activity"
